
4K直播,#genre#
CCTV1高清,http://125.82.168.238:8888/rtp/235.254.198.51:1480
CCTV2高清,http://125.82.168.238:8888/rtp/235.254.198.52:1484
CCTV3高清,http://125.82.168.238:8888/rtp/235.254.198.53:1488
CCTV4高清,http://125.82.168.238:8888/rtp/235.254.198.183:7980
CCTV5高清,http://125.82.168.238:8888/rtp/235.254.198.54:1492
CCTV5+高清,http://125.82.168.238:8888/rtp/235.254.198.122:1764
CCTV6高清,http://125.82.168.238:8888/rtp/235.254.198.55:1496
CCTV7高清,http://125.82.168.238:8888/rtp/235.254.198.56:1500
CCTV8高清,http://125.82.168.238:8888/rtp/235.254.198.57:1504
CCTV9高清,http://125.82.168.238:8888/rtp/235.254.198.58:1508
CCTV10高清,http://125.82.168.238:8888/rtp/235.254.198.59:1512
CCTV11,http://125.82.168.238:8888/rtp/235.254.198.7:1304
CCTV12高清,http://125.82.168.238:8888/rtp/235.254.198.60:1516
CCTV13,http://125.82.168.238:8888/rtp/235.254.198.9:1312
CCTV15,http://125.82.168.238:8888/rtp/235.254.198.11:1320
CQTV新闻超高清,http://125.82.168.238:8888/rtp/235.254.196.199:7980
CQTV手持电视,http://125.82.168.238:8888/rtp/235.254.196.219:1148
CQTV移动,http://125.82.168.238:8888/rtp/235.254.196.217:1140
家有购物,http://125.82.168.238:8888/rtp/235.254.198.150:1882
CCTV少儿高清,http://125.82.168.238:8888/rtp/235.254.198.61:1520
时尚购物,http://125.82.168.238:8888/rtp/235.254.196.220:1154
家家购物,http://125.82.168.238:8888/rtp/235.254.198.177:7980
环球购物,http://125.82.168.238:8888/rtp/235.254.198.176:7980
优购物,http://125.82.168.238:8888/rtp/235.254.198.178:7980
风尚购物,http://125.82.168.238:8888/rtp/235.254.198.179:7980
江苏卫视超高清,http://125.82.168.238:8888/rtp/235.254.198.64:1532
浙江卫视超高清,http://125.82.168.238:8888/rtp/235.254.198.63:1528

东方卫视超高清,http://125.82.168.238:8888/rtp/235.254.198.73:1568
深圳卫视高清,http://125.82.168.238:8888/rtp/235.254.198.71:1560
北京卫视超高清,http://125.82.168.238:8888/rtp/235.254.198.66:1540
山东卫视高清,http://125.82.168.238:8888/rtp/235.254.198.69:1552
天津卫视超高清,http://125.82.168.238:8888/rtp/235.254.198.67:1544
贵州卫视超高清,http://125.82.168.238:8888/rtp/235.254.198.185:7980
四川卫视超高清,http://125.82.168.238:8888/rtp/235.254.198.175:7980
云南卫视,http://125.82.168.238:8888/rtp/235.254.198.25:1376
广西卫视,http://125.82.168.238:8888/rtp/235.254.198.38:1428
黑龙江卫视超高清,http://125.82.168.238:8888/rtp/235.254.198.70:1556
安徽卫视超高清,http://125.82.168.238:8888/rtp/235.254.198.65:1536
山西卫视,http://125.82.168.238:8888/rtp/235.254.198.41:1440
江西卫视,http://125.82.168.238:8888/rtp/235.254.198.29:1392
湖北卫视高清,http://125.82.168.238:8888/rtp/235.254.198.72:1564
旅游卫视,http://125.82.168.238:8888/rtp/235.254.198.44:1452
陕西卫视,http://125.82.168.238:8888/rtp/235.254.198.40:1436
东南卫视超高清,http://125.82.168.238:8888/rtp/235.254.198.129:7980
吉林卫视,http://125.82.168.238:8888/rtp/235.254.198.39:1432
辽宁卫视高清,http://125.82.168.238:8888/rtp/235.254.198.68:1548
内蒙古卫视,http://125.82.168.238:8888/rtp/235.254.198.42:1444
湖南卫视超高清,http://125.82.168.238:8888/rtp/235.254.198.62:1524
广东卫视高清,http://125.82.168.238:8888/rtp/235.254.196.204:1088
河南卫视,http://125.82.168.238:8888/rtp/235.254.198.26:1380
河北卫视高清,http://125.82.168.238:8888/rtp/235.254.198.184:7980
宁夏卫视,http://125.82.168.238:8888/rtp/235.254.198.45:1456
甘肃卫视,http://125.82.168.238:8888/rtp/235.254.198.48:1468
少儿动画,http://125.82.168.238:8888/rtp/235.254.198.116:1740
卡酷动画,http://125.82.168.238:8888/rtp/235.254.198.49:1472
金鹰卡通,http://125.82.168.238:8888/rtp/235.254.198.50:1476
嘉佳卡通,http://125.82.168.238:8888/rtp/235.254.198.110:1716
魅力时尚,http://125.82.168.238:8888/rtp/235.254.198.115:1736
青海卫视,http://125.82.168.238:8888/rtp/235.254.198.43:1448
新疆卫视,http://125.82.168.238:8888/rtp/235.254.198.47:1464
西藏卫视,http://125.82.168.238:8888/rtp/235.254.198.46:1460
纪实高清,http://125.82.168.238:8888/rtp/235.254.198.121:1760
IPTV3,http://125.82.168.238:8888/rtp/235.254.198.13:1328
IPTV5,http://125.82.168.238:8888/rtp/235.254.198.14:1332
IPTV6,http://125.82.168.238:8888/rtp/235.254.198.15:1336
IPTV8,http://125.82.168.238:8888/rtp/235.254.198.16:1340
CGTN,http://125.82.168.238:8888/rtp/235.254.198.127:1784
熊猫频道,http://125.82.168.238:8888/rtp/235.254.198.133:1808
收视指南,http://125.82.168.238:8888/rtp/235.254.198.112:1724
财富天下,http://125.82.168.238:8888/rtp/235.254.198.108:1708
IPTV谍战剧场,http://125.82.168.238:8888/rtp/235.254.198.117:1744
IPTV相声小品,http://125.82.168.238:8888/rtp/235.254.198.118:1748
IPTV野外,http://125.82.168.238:8888/rtp/235.254.198.119:1752
IPTV法治,http://125.82.168.238:8888/rtp/235.254.198.120:1756
热播剧场,http://125.82.168.238:8888/rtp/235.254.198.113:1728
经典电影,http://125.82.168.238:8888/rtp/235.254.198.114:1732
城市剧场,http://125.82.168.238:8888/rtp/235.254.198.74:1572
军旅剧场http://125.82.168.238:8888/rtp/235.254.198.75:1576
古装剧场,http://125.82.168.238:8888/rtp/235.254.198.76:1580
音乐现场,http://125.82.168.238:8888/rtp/235.254.198.77:1584
地理,http://125.82.168.238:8888/rtp/235.254.198.78:1588
美妆,http://125.82.168.238:8888/rtp/235.254.198.79:1592
美人,http://125.82.168.238:8888/rtp/235.254.198.80:1596
精选,http://125.82.168.238:8888/rtp/235.254.198.81:1600
解密,http://125.82.168.238:8888/rtp/235.254.198.82:1604
军事,http://125.82.168.238:8888/rtp/235.254.198.83:1608
国学,http://125.82.168.238:8888/rtp/235.254.198.84:1612
戏曲,http://125.82.168.238:8888/rtp/235.254.198.85:1616
早教,http://125.82.168.238:8888/rtp/235.254.198.86:1620
动画,http://125.82.168.238:8888/rtp/235.254.198.87:1624
精彩导视,http://125.82.168.238:8888/rtp/235.254.196.101:1162
好学生,http://125.82.168.238:8888/rtp/235.254.198.88:1628
鉴赏,http://125.82.168.238:8888/rtp/235.254.198.89:1632
墨宝,http://125.82.168.238:8888/rtp/235.254.198.90:1636
光影,http://125.82.168.238:8888/rtp/235.254.198.91:1640
台球,http://125.82.168.238:8888/rtp/235.254.198.92:1644
爱生活,http://125.82.168.238:8888/rtp/235.254.198.93:1648
武术,http://125.82.168.238:8888/rtp/235.254.198.94:1652
高网,http://125.82.168.238:8888/rtp/235.254.198.95:1656
足球,http://125.82.168.238:8888/rtp/235.254.198.96:1660
武侠剧场,http://125.82.168.238:8888/rtp/235.254.198.97:1664
喜剧影院,http://125.82.168.238:8888/rtp/235.254.198.98:1668
动作影院,http://125.82.168.238:8888/rtp/235.254.198.99:1672
家庭影院,http://125.82.168.238:8888/rtp/235.254.198.100:1676
星影,http://125.82.168.238:8888/rtp/235.254.198.101:1680
重庆卫视,http://125.82.168.238:8888/rtp/235.254.198.34:1412
CQTV新闻,http://125.82.168.238:8888/rtp/235.254.196.208:1104
CQTV影视,http://125.82.168.238:8888/rtp/235.254.196.209:1108
CQTV都市,http://125.82.168.238:8888/rtp/235.254.196.210:1112
CQTV时尚,http://125.82.168.238:8888/rtp/235.254.196.211:1116
CQTV娱乐,http://125.82.168.238:8888/rtp/235.254.196.212:1120
CQTV公共农村,http://125.82.168.238:8888/rtp/235.254.196.213:1124
CCTV1,http://125.82.168.238:8888/rtp/235.254.198.1:1280
CCTV2,http://125.82.168.238:8888/rtp/235.254.198.2:1284
CCTV3,http://125.82.168.238:8888/rtp/235.254.198.141:1842
CCTV4,http://125.82.168.238:8888/rtp/235.254.198.3:1288
CCTV5,http://125.82.168.238:8888/rtp/235.254.198.142:1846
CCTV6,http://125.82.168.238:8888/rtp/235.254.198.143:1852
CCTV7,http://125.82.168.238:8888/rtp/235.254.198.4:1292
CCTV8,http://125.82.168.238:8888/rtp/235.254.198.144:1856
CCTV9,http://125.82.168.238:8888/rtp/235.254.198.5:1296
CCTV10,http://125.82.168.238:8888/rtp/235.254.198.6:1300
CCTV12,http://125.82.168.238:8888/rtp/235.254.198.8:1308
CCTV少儿,http://125.82.168.238:8888/rtp/235.254.198.10:1316
江苏卫视,http://125.82.168.238:8888/rtp/235.254.198.19:1352
湖南卫视,http://125.82.168.238:8888/rtp/235.254.198.17:1344
东方卫视,http://125.82.168.238:8888/rtp/235.254.198.33:1408
北京卫视,http://125.82.168.238:8888/rtp/235.254.198.21:1360
浙江卫视,http://125.82.168.238:8888/rtp/235.254.198.18:1348
深圳卫视,http://125.82.168.238:8888/rtp/235.254.198.31:1400
安徽卫视,http://125.82.168.238:8888/rtp/235.254.198.20:1356
山东卫视,http://125.82.168.238:8888/rtp/235.254.198.24:1372
广东卫视,http://125.82.168.238:8888/rtp/235.254.198.37:1424
天津卫视,http://125.82.168.238:8888/rtp/235.254.198.22:1364
四川卫视,http://125.82.168.238:8888/rtp/235.254.198.28:1388
辽宁卫视,http://125.82.168.238:8888/rtp/235.254.198.23:1368
黑龙江卫视,http://125.82.168.238:8888/rtp/235.254.198.27:1384
贵州卫视,http://125.82.168.238:8888/rtp/235.254.198.30:1396
湖北卫视,http://125.82.168.238:8888/rtp/235.254.198.32:1404
河北卫视,http://125.82.168.238:8888/rtp/235.254.198.128:1788
东南卫视,http://125.82.168.238:8888/rtp/235.254.198.35:1416
爱上4K,http://125.82.168.238:8888/rtp/235.254.198.102:7980
开县本地电视1,http://125.82.168.238:8888/rtp/235.254.198.145:1870
开县本地电视2,http://125.82.168.238:8888/rtp/235.254.198.148:1874
芒果TV,http://125.82.168.238:8888/rtp/235.254.196.206:7980
长寿本地1,http://125.82.168.238:8888/rtp/235.254.196.225:1278
长寿本地2,http://125.82.168.238:8888/rtp/235.254.196.223:1282
长寿本地3,http://125.82.168.238:8888/rtp/235.254.196.224:1286
音乐之声,http://125.82.168.238:8888/rtp/235.254.196.128:1306
江苏晚会4K,http://125.82.168.238:8888/rtp/235.254.198.147:1866

咪咕央卫,#genre#
CCTV-01咪咕,http://rihou.cc:567/dd.php?id=cctv1
CCTV-02咪咕,http://rihou.cc:567/dd.php?id=cctv2
CCTV-03咪咕,http://rihou.cc:567/dd.php?id=cctv3
CCTV-04咪咕,http://rihou.cc:567/dd.php?id=cctv4
CCTV-05咪咕,http://rihou.cc:567/dd.php?id=cctv5
CCTV-5+咪咕,http://rihou.cc:567/dd.php?id=cctv5p
CCTV-06咪咕,http://rihou.cc:567/dd.php?id=cctv6
CCTV-07咪咕,http://rihou.cc:567/dd.php?id=cctv7
CCTV-08咪咕,http://rihou.cc:567/dd.php?id=cctv8
CCTV-09咪咕,http://rihou.cc:567/dd.php?id=cctv9
CCTV-10咪咕,http://rihou.cc:567/dd.php?id=cctv10
CCTV-11咪咕,http://rihou.cc:567/dd.php?id=cctv11
CCTV-12咪咕,http://rihou.cc:567/dd.php?id=cctv12
CCTV-13咪咕,http://rihou.cc:567/dd.php?id=cctv13
CCTV-14咪咕,http://rihou.cc:567/dd.php?id=cctv14
CCTV-15咪咕,http://rihou.cc:567/dd.php?id=cctv15
CCTV-17咪咕,http://rihou.cc:567/dd.php?id=cctv17
CT4欧洲咪咕,http://rihou.cc:567/dd.php?id=cctv4o
CT4美洲咪咕,http://rihou.cc:567/dd.php?id=cctv4a
CGT纪录咪咕,http://rihou.cc:567/dd.php?id=cgtnjl
CGT西语咪咕,http://rihou.cc:567/dd.php?id=cgtne
CGT阿语咪咕,http://rihou.cc:567/dd.php?id=cgtna
CGT法语咪咕,http://rihou.cc:567/dd.php?id=cgtnf
CGT俄语咪咕,http://rihou.cc:567/dd.php?id=cgtnr
家庭影院咪咕,http://rihou.cc:567/dd.php?id=chcjt
动作电影咪咕,http://rihou.cc:567/dd.php?id=chcdz
发现之旅咪咕,http://rihou.cc:567/dd.php?id=fxzl
老故事台咪咕,http://rihou.cc:567/dd.php?id=lgs
中学生台咪咕,http://rihou.cc:567/dd.php?id=zxs
东方卫视咪咕,http://rihou.cc:567/dd.php?id=dfws
吉林卫视咪咕,http://rihou.cc:567/dd.php?id=jlws
青海卫视咪咕,http://rihou.cc:567/dd.php?id=qhws
陕西卫视咪咕,http://rihou.cc:567/dd.php?id=sxws
湖北卫视咪咕,http://rihou.cc:567/dd.php?id=hubws
江西卫视咪咕,http://rihou.cc:567/dd.php?id=jxws
江苏卫视咪咕,http://rihou.cc:567/dd.php?id=jsws
广东卫视咪咕,http://rihou.cc:567/dd.php?id=gdws
湾区卫视咪咕,http://rihou.cc:567/dd.php?id=dwqws
海南卫视咪咕,http://rihou.cc:567/dd.php?id=hinws
四海钓鱼咪咕,http://rihou.cc:567/dd.php?id=shdy
江苏教育咪咕,http://rihou.cc:567/dd.php?id=jsjy
山东教育咪咕,http://rihou.cc:567/dd.php?id=sdjy
游戏风云咪咕,http://rihou.cc:567/dd.php?id=yxfy
之江纪录咪咕,http://rihou.cc:567/dd.php?id=zjjl
杭州综合咪咕,http://rihou.cc:567/dd.php?id=hzzh
杭州明珠咪咕,http://rihou.cc:567/dd.php?id=hzmz
杭州生活咪咕,http://rihou.cc:567/dd.php?id=hzsh
杭州影视咪咕,http://rihou.cc:567/dd.php?id=hzys
杭州少体咪咕,http://rihou.cc:567/dd.php?id=hzse
嵊泗综合咪咕,http://rihou.cc:567/dd.php?id=ssxwzh
普陀电视咪咕,http://rihou.cc:567/dd.php?id=ptxwzh
高清大片咪咕,http://rihou.cc:567/dd.php?id=gqdp
经典电影咪咕,http://rihou.cc:567/dd.php?id=jdxgdy
军事大片咪咕,http://rihou.cc:567/dd.php?id=jsdp
热剧联播咪咕,http://rihou.cc:567/dd.php?id=rjlb
赛事经典咪咕,http://rihou.cc:567/dd.php?id=sszjd
体坛名汇咪咕,http://rihou.cc:567/dd.php?id=ttmlh
新片映厅咪咕,http://rihou.cc:567/dd.php?id=xpfyt
Y+剧场台咪咕,http://rihou.cc:567/dd.php?id=yjjc
CCTV-01,http://beijinglive.online.domybox.com:91/live/CCTV1hd-8M/live.m3u8
CCTV-02,http://beijinglive.online.domybox.com:91/live/CCTV2hd-8M/live.m3u8
CCTV-03,http://beijinglive.online.domybox.com:91/live/CCTV3hd-8M/live.m3u8
CCTV-04,http://beijinglive.online.domybox.com:91/live/CCTV4hd-8M/live.m3u8
CCTV-05,http://beijinglive.online.domybox.com:91/live/CCTV5hd-8M/live.m3u8
CCTV-5+,http://beijinglive.online.domybox.com:91/live/CCTV5+hd-8M/live.m3u8
CCTV-06,http://beijinglive.online.domybox.com:91/live/CCTV6hd-8M/live.m3u8
CCTV-07,http://beijinglive.online.domybox.com:91/live/CCTV7hd-8M/live.m3u8
CCTV-08,http://beijinglive.online.domybox.com:91/live/CCTV8hd-8M/live.m3u8
CCTV-09,http://beijinglive.online.domybox.com:91/live/CCTV9hd-8M/live.m3u8
CCTV-10,http://beijinglive.online.domybox.com:91/live/CCTV10hd-8M/live.m3u8
CCTV-11,http://beijinglive.online.domybox.com:91/live/CCTV11hd-8M/live.m3u8
CCTV-12,http://beijinglive.online.domybox.com:91/live/CCTV12hd-8M/live.m3u8
CCTV-13,http://beijinglive.online.domybox.com:91/live/CCTV13hd-8M/live.m3u8
CCTV-14,http://beijinglive.online.domybox.com:91/live/CCTV14hd-8M/live.m3u8
CCTV-15,http://beijinglive.online.domybox.com:91/live/CCTV15hd-8M/live.m3u8
CCTV-16,http://beijinglive.online.domybox.com:91/live/CCTV16hd-8M/live.m3u8
CCTV-17,http://beijinglive.online.domybox.com:91/live/CCTV17hd-8M/live.m3u8
CCTV4欧洲台,http://222.129.34.164:9001/rtp/239.3.1.213:4220
CCTV4美洲台,http://222.129.34.164:9001/rtp/239.3.1.214:4220
CGTN_英语台,http://182.104.192.98:8180/TV00000000000000000041@HHZT
CGTN_纪录台,http://222.129.34.164:9001/rtp/239.3.1.216:4220
CGTN_西语台,http://222.129.34.164:9001/rtp/239.3.1.217:4220
CGTN_法语台,http://222.129.34.164:9001/rtp/239.3.1.218:4220
CGTN_阿语台,http://222.129.34.164:9001/rtp/239.3.1.219:4220
CGTN_俄语台,http://222.129.34.164:9001/rtp/239.3.1.220:4220
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰香港,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
凤凰电影,http://117.114.153.18:8180/TV00000000000000000072@HHZT
世界地理,http://zhancheng.x3322.net:6699/live/1087/index.m3u8
兵器科技,http://zhancheng.x3322.net:6699/live/1083/index.m3u8
第一剧场,http://zhancheng.x3322.net:6699/live/1081/index.m3u8
怀旧剧场,http://zhancheng.x3322.net:6699/live/1088/index.m3u8
风云剧场,http://zhancheng.x3322.net:6699/live/1082/index.m3u8
风云音乐,http://rihou.cc:555/cqyx.php?id=fyyy
风云足球,http://zhancheng.x3322.net:6699/live/1080/index.m3u8
女性时尚,http://rihou.cc:555/cqyx.php?id=nxss
文化精品,http://zhancheng.x3322.net:6699/live/1079/index.m3u8
高尔网球,http://zhancheng.x3322.net:6699/live/1078/index.m3u8
央视台球,http://zhancheng.x3322.net:6699/live/1077/index.m3u8
电视指南,http://zhancheng.x3322.net:6699/live/1084/index.m3u8
早期教育,http://222.129.34.164:9001/rtp/239.3.1.79:4120
中国教育,http://mobilelive-ds.ysp.cctv.cn/ysp/2022823801.m3u8
中国教壹,http://rihou.cc:555/cqyx.php?id=cetv1
中国教肆,http://rihou.cc:555/cqyx.php?id=cetv4
中国天气频备,http://zhancheng.x3322.net:6699/live/1072/index.m3u8
中国书画,http://rihou.cc:555/cqyx.php?id=sh
中国交通频备,http://222.129.34.164:9001/rtp/239.3.1.188:8001
Ymg未来,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8
CETV1台,http://117.161.12.124/live/program/live/zgjy1t8m/8000000/mnf.m3u8
CETV4台,http://117.161.12.124/live/program/live/zgjy4hd8m/8000000/mnf.m3u8
五星体育,http://117.161.12.124/live/program/live/wxtyhd8m/8000000/mnf.m3u8
劲爆体育,http://110.84.123.146:3000/itv/bestzb/5000000002000029972
新视觉hd,http://117.161.12.124/live/program/live/xsjhd8m/8000000/mnf.m3u8
魅力足球,http://110.84.123.146:3000/itv/bestzb/5000000011000031207
重温经典,http://php.jdshipin.com:8880/TVOD/iptv.php?id=cwjd
重温经典,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
动作电影,http://cg0.hunancatv.cn:9090/live/CHCDZDY_8000.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=11082234455604316076&srchost=172.16.22.158:8060&gid=ZF3q5L%2FmYWch1qWqTIPAjw%3D%3D
家庭影院,http://cg11.hunancatv.cn:9090/live/CHCJTYY_8000.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=11082234455604316833&srchost=172.16.22.158:8060&gid=c%2BNqgq8pR1ZQ7ZzcmkS8%2BQ%3D%3D
影迷电影,http://cg14.hunancatv.cn:9090/live/CHCGQ_8000.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=11082234455604315487&srchost=172.16.22.158:8060&gid=QTVto%2BZu6pkkcNYy4OxcMg%3D%3D
北京卫视,http://beijinglive.online.domybox.com:91/live/BJWShd-8M/live.m3u8
东方卫视,http://beijinglive.online.domybox.com:91/live/DFWShd-8M/live.m3u8
浙江卫视,http://beijinglive.online.domybox.com:91/live/ZJWShd-8M/live.m3u8
江苏卫视,http://beijinglive.online.domybox.com:91/live/JSWShd-8M/live.m3u8
湖南卫视,http://beijinglive.online.domybox.com:91/live/HuNWShd-8M/live.m3u8
广东卫视,http://beijinglive.online.domybox.com:91/live/GDWShd-8M/live.m3u8
深圳卫视,http://beijinglive.online.domybox.com:911/live/SZWShd-8M/live.m3u8
安徽卫视,http://beijinglive.online.domybox.com:91/live/AHWShd-8M/live.m3u8
山东卫视,http://beijinglive.online.domybox.com:91/live/SDWShd-8M/live.m3u8
东南卫视,http://beijinglive.online.domybox.com:91/live/DNWShd-8M/live.m3u8
天津卫视,http://beijinglive.online.domybox.com:91/live/TJWShd-8M/live.m3u8
辽宁卫视,http://zhancheng.x3322.net:6699/live/1030/index.m3u8
海南卫视,http://zhancheng.x3322.net:6699/live/1044/index.m3u8
江西卫视,http://beijinglive.online.domybox.com:91/live/JXWShd-8M/live.m3u8
湖北卫视,http://beijinglive.online.domybox.com:911/live/HuBWShd-8M/live.m3u8
广西卫视,http://beijinglive.online.domybox.com:91/live/GXWS-1500k/live.m3u8
四川卫视,http://beijinglive.online.domybox.com:91/live/SCWS-1500k/live.m3u8
云南卫视,http://beijinglive.online.domybox.com:91/live/YNWS-1500k/live.m3u8
贵州卫视,http://beijinglive.online.domybox.com:91/live/GZWShd-8M/live.m3u8
宁夏卫视,http://beijinglive.online.domybox.com:91/live/NXWS-1500k/live.m3u8
重庆卫视,http://beijinglive.online.domybox.com:91/live/CQWShd-8M/live.m3u8
西藏卫视,http://beijinglive.online.domybox.com:91/live/XZWS-1500k/live.m3u8
新疆卫视,http://beijinglive.online.domybox.com:91/live/XJWS-1500k/live.m3u8
甘肃卫视,http://beijinglive.online.domybox.com:91/live/GSWS-1500k/live.m3u8
内蒙卫视,http://beijinglive.online.domybox.com:91/live/NMGWS-1500k/live.m3u8
吉林卫视,http://beijinglive.online.domybox.com:91/live/JLWShd-8M/live.m3u8
兵团卫视,http://beijinglive.online.domybox.com:91/live/BTWS-1500k/live.m3u8
黑龙江视,http://beijinglive.online.domybox.com:91/live/HLJWShd-8M/live.m3u8



百事专线,#genre#
CCTV1,http://47.102.200.34:18081/live/program/live/cctv1hd8m/8000000/mnf.m3u8
CCTV2,http://47.102.200.34:18081/live/program/live/cctv2hd8m/8000000/mnf.m3u8
CCTV3,http://47.102.200.34:18081/live/program/live/cctv38m/8000000/mnf.m3u8
CCTV4,http://47.102.200.34:18081/live/program/live/cctv4hd8m/8000000/mnf.m3u8
CCTV5,http://47.102.200.34:18081/live/program/live/cctv58m/8000000/mnf.m3u8
CCTV5+,http://47.102.200.34:18081/live/program/live/cctv5phd8m/8000000/mnf.m3u8
CCTV6,http://47.102.200.34:18081/live/program/live/cctv6hd8m/8000000/mnf.m3u8
CCTV7,http://47.102.200.34:18081/live/program/live/cctv7hd8m/8000000/mnf.m3u8
CCTV8,http://47.102.200.34:18081/live/program/live/cctv8hd8m/8000000/mnf.m3u8
CCTV9,http://47.102.200.34:18081/live/program/live/cctv9hd8m/8000000/mnf.m3u8
CCTV10,http://47.102.200.34:18081/live/program/live/cctv10hd8m/8000000/mnf.m3u8
CCTV11,http://47.102.200.34:18081/live/program/live/cctv11hd8m/8000000/mnf.m3u8
